Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
17-04-2025,Thursday,03:05,Other,Poor,Medium,Medium,58,Moderate,28.46519,77.49488
23-09-2025,Tuesday,00:16,Assault,Moderate,High,Low,71,Unsafe,28.466323,77.512426
25-06-2025,Wednesday,12:26,Theft,Poor,Low,Medium,59,Moderate,28.458593,77.507945
02-08-2025,Saturday,11:33,Other,Poor,High,Medium,42,Moderate,28.47254,77.503387
27-05-2025,Tuesday,22:21,Robbery,Good,High,Low,55,Moderate,28.478002,77.485805
17-03-2026,Tuesday,10:25,Assault,Good,Low,High,59,Moderate,28.468816,77.500729
31-12-2025,Wednesday,14:24,Harassment,Good,Medium,Low,48,Moderate,28.460411,77.509259
17-05-2025,Saturday,14:52,Other,Good,High,Medium,29,Safe,28.479219,77.499741
03-01-2026,Saturday,05:46,Harassment,Poor,Low,High,69,Unsafe,28.468607,77.503215
01-02-2026,Sunday,06:10,Theft,Moderate,Low,High,48,Moderate,28.455451,77.498481
25-04-2025,Friday,18:51,Assault,Moderate,Medium,Low,67,Unsafe,28.473686,77.491924
22-12-2025,Monday,16:49,Assault,Poor,Medium,Low,74,Unsafe,28.468316,77.508252
25-08-2025,Monday,04:46,Assault,Good,Medium,Low,71,Unsafe,28.478824,77.48607
22-07-2025,Tuesday,13:05,Assault,Poor,High,Medium,62,Unsafe,28.473824,77.503082
31-03-2026,Tuesday,16:01,Theft,Moderate,Medium,Low,50,Moderate,28.47763,77.496813
08-12-2025,Monday,08:08,Robbery,Good,High,Low,50,Moderate,28.456278,77.50364
23-01-2026,Friday,00:24,Other,Poor,High,Low,58,Moderate,28.458748,77.514804
28-10-2025,Tuesday,23:51,Harassment,Good,Medium,Medium,47,Moderate,28.478962,77.49962
03-02-2026,Tuesday,07:51,Assault,Poor,High,Medium,62,Unsafe,28.459624,77.499846
06-02-2026,Friday,20:16,Robbery,Good,Low,High,59,Moderate,28.467344,77.494312
14-07-2025,Monday,20:00,Robbery,Good,Low,Low,69,Unsafe,28.470957,77.502104
25-06-2025,Wednesday,11:23,Harassment,Good,Medium,Low,48,Moderate,28.46104,77.488303
08-01-2026,Thursday,23:59,Harassment,Good,Medium,High,43,Moderate,28.463884,77.499932
25-12-2025,Thursday,07:57,Harassment,Moderate,Low,Low,62,Unsafe,28.479612,77.506627
13-04-2025,Sunday,21:14,Burglary,Poor,Medium,Low,72,Unsafe,28.45975,77.486405
17-02-2026,Tuesday,10:46,Robbery,Good,Medium,High,46,Moderate,28.473115,77.51401
06-09-2025,Saturday,13:27,Robbery,Poor,High,Medium,57,Moderate,28.477115,77.511886
21-06-2025,Saturday,11:34,Burglary,Moderate,Low,Low,68,Unsafe,28.461857,77.488035
07-07-2025,Monday,16:59,Robbery,Poor,High,High,53,Moderate,28.476887,77.498209
24-06-2025,Tuesday,07:02,Other,Good,Medium,Medium,35,Moderate,28.456212,77.487437
25-09-2025,Thursday,02:11,Assault,Good,Medium,Medium,65,Unsafe,28.461967,77.495002
04-05-2025,Sunday,03:46,Assault,Poor,Low,Medium,86,Unsafe,28.472356,77.493574
10-06-2025,Tuesday,03:27,Robbery,Poor,High,Low,73,Unsafe,28.456417,77.48869
14-02-2026,Saturday,13:14,Burglary,Poor,High,High,51,Moderate,28.465017,77.497389
08-09-2025,Monday,00:32,Assault,Moderate,High,Low,71,Unsafe,28.473899,77.487379
11-03-2026,Wednesday,05:11,Assault,Good,Low,High,69,Unsafe,28.463362,77.511469
25-11-2025,Tuesday,05:52,Theft,Moderate,Low,Medium,62,Unsafe,28.460328,77.50985
17-08-2025,Sunday,08:55,Robbery,Moderate,High,Low,56,Moderate,28.464496,77.510647
24-11-2025,Monday,22:57,Assault,Good,High,High,50,Moderate,28.471241,77.488906
09-09-2025,Tuesday,04:10,Other,Good,Low,Medium,53,Moderate,28.469835,77.487475
18-10-2025,Saturday,20:41,Assault,Good,Low,High,64,Unsafe,28.459385,77.491429
10-10-2025,Friday,00:58,Other,Good,Medium,Low,51,Moderate,28.469655,77.509007
18-05-2025,Sunday,09:24,Robbery,Good,Medium,Low,56,Moderate,28.466349,77.505336
15-07-2025,Tuesday,01:16,Robbery,Poor,Medium,Low,79,Unsafe,28.47746,77.51293
15-11-2025,Saturday,10:51,Assault,Poor,High,Medium,62,Unsafe,28.458007,77.508161
17-01-2026,Saturday,20:03,Theft,Good,Low,Medium,51,Moderate,28.479885,77.50208
20-09-2025,Saturday,23:40,Other,Moderate,High,Medium,40,Moderate,28.462872,77.493238
07-01-2026,Wednesday,11:04,Burglary,Poor,High,Low,61,Unsafe,28.461823,77.492592
08-04-2025,Tuesday,01:05,Robbery,Moderate,High,Low,66,Unsafe,28.464626,77.497799
16-07-2025,Wednesday,18:42,Robbery,Poor,Low,Low,77,Unsafe,28.4772,77.486213
20-03-2026,Friday,21:34,Assault,Good,Low,High,64,Unsafe,28.462885,77.494702
02-05-2025,Friday,04:16,Burglary,Moderate,High,Low,64,Unsafe,28.469278,77.502345
30-03-2026,Monday,21:21,Robbery,Poor,High,Medium,62,Unsafe,28.459534,77.50609
24-05-2025,Saturday,17:14,Harassment,Poor,High,Low,55,Moderate,28.467904,77.512873
26-09-2025,Friday,14:31,Robbery,Good,Low,Medium,58,Moderate,28.47702,77.512603
20-10-2025,Monday,23:01,Burglary,Poor,Low,High,70,Unsafe,28.478076,77.487887
15-06-2025,Sunday,13:58,Theft,Moderate,Medium,Medium,44,Moderate,28.478677,77.49327
26-07-2025,Saturday,01:20,Other,Good,Medium,Low,51,Moderate,28.464331,77.495863
11-03-2026,Wednesday,20:23,Theft,Moderate,High,Low,49,Moderate,28.457558,77.503011
25-11-2025,Tuesday,19:41,Burglary,Poor,Low,High,70,Unsafe,28.469639,77.488534
13-03-2026,Friday,21:34,Assault,Good,Low,Low,74,Unsafe,28.471622,77.486621
01-03-2026,Sunday,10:18,Robbery,Poor,Medium,High,59,Moderate,28.466281,77.499406
20-06-2025,Friday,03:54,Burglary,Moderate,High,High,54,Moderate,28.459226,77.492012
15-04-2025,Tuesday,07:00,Burglary,Good,Medium,Low,54,Moderate,28.465809,77.497804
03-04-2026,Friday,11:40,Theft,Moderate,Medium,Low,50,Moderate,28.478326,77.513274
24-07-2025,Thursday,11:15,Assault,Poor,Medium,Low,74,Unsafe,28.473188,77.486094
28-11-2025,Friday,11:12,Burglary,Good,Low,Medium,56,Moderate,28.465232,77.508157
14-09-2025,Sunday,15:34,Other,Good,Low,Medium,43,Moderate,28.47929,77.49506
30-12-2025,Tuesday,06:00,Robbery,Moderate,High,Low,56,Moderate,28.45875,77.486629
12-01-2026,Monday,23:46,Assault,Moderate,High,Medium,60,Moderate,28.466836,77.486695
15-03-2026,Sunday,17:29,Burglary,Moderate,Low,High,58,Moderate,28.464147,77.493482
09-01-2026,Friday,09:20,Theft,Good,Low,High,42,Moderate,28.459655,77.510507
19-07-2025,Saturday,23:57,Assault,Poor,High,High,63,Unsafe,28.475493,77.493768
20-12-2025,Saturday,09:39,Assault,Good,High,High,45,Moderate,28.479571,77.506195
21-11-2025,Friday,15:26,Theft,Poor,Medium,Low,57,Moderate,28.466964,77.514188
07-09-2025,Sunday,10:56,Burglary,Moderate,Low,High,58,Moderate,28.462912,77.512741
25-02-2026,Wednesday,21:52,Robbery,Good,Medium,Medium,55,Moderate,28.460131,77.491732
16-01-2026,Friday,11:48,Other,Good,Low,High,39,Moderate,28.46504,77.49726
21-04-2025,Monday,04:43,Assault,Poor,High,Low,78,Unsafe,28.469542,77.511574
19-11-2025,Wednesday,23:14,Robbery,Moderate,Low,Medium,69,Unsafe,28.4557,77.485442
08-12-2025,Monday,14:49,Robbery,Moderate,High,Low,56,Moderate,28.468127,77.510155
11-05-2025,Sunday,02:11,Burglary,Good,Low,Low,72,Unsafe,28.468219,77.488143
23-09-2025,Tuesday,09:15,Assault,Good,High,Low,55,Moderate,28.464054,77.514805
19-03-2026,Thursday,18:45,Assault,Poor,Medium,Low,74,Unsafe,28.479111,77.489668
16-10-2025,Thursday,11:08,Harassment,Moderate,High,Medium,42,Moderate,28.464124,77.492749
19-10-2025,Sunday,07:29,Theft,Poor,Medium,Low,57,Moderate,28.465248,77.514786
04-04-2026,Saturday,01:05,Robbery,Good,High,Medium,54,Moderate,28.460597,77.493515
07-03-2026,Saturday,13:54,Other,Poor,Medium,High,44,Moderate,28.467518,77.500029
29-01-2026,Thursday,17:46,Harassment,Moderate,High,High,38,Moderate,28.476446,77.49681
24-02-2026,Tuesday,11:59,Robbery,Moderate,Low,Medium,64,Unsafe,28.477599,77.492065
19-07-2025,Saturday,14:33,Burglary,Moderate,Medium,High,50,Moderate,28.473249,77.508394
09-02-2026,Monday,13:34,Other,Good,Medium,Medium,35,Moderate,28.460454,77.505154
08-10-2025,Wednesday,01:58,Other,Moderate,High,High,41,Moderate,28.455554,77.500696
31-05-2025,Saturday,17:04,Harassment,Poor,Medium,Low,61,Unsafe,28.476498,77.491233
18-12-2025,Thursday,03:54,Robbery,Moderate,High,Medium,60,Moderate,28.47462,77.503707
03-05-2025,Saturday,17:44,Robbery,Moderate,High,Medium,50,Moderate,28.47192,77.487098
13-10-2025,Monday,09:26,Robbery,Poor,High,High,53,Moderate,28.47094,77.494849
09-03-2026,Monday,23:05,Assault,Good,Medium,Low,66,Unsafe,28.463483,77.489209
22-01-2026,Thursday,04:51,Theft,Moderate,Medium,Low,60,Moderate,28.462883,77.512015
05-10-2025,Sunday,20:06,Other,Poor,High,High,43,Moderate,28.460881,77.513009
02-03-2026,Monday,21:34,Assault,Poor,High,Medium,67,Unsafe,28.475408,77.500449
22-02-2026,Sunday,04:01,Theft,Moderate,High,Medium,48,Moderate,28.469447,77.510936
25-08-2025,Monday,01:14,Harassment,Poor,High,High,55,Moderate,28.47455,77.50334
07-10-2025,Tuesday,06:18,Other,Good,Medium,Medium,35,Moderate,28.463027,77.507741
10-05-2025,Saturday,06:56,Robbery,Poor,High,Medium,57,Moderate,28.478346,77.485639
22-12-2025,Monday,20:28,Theft,Poor,Low,Low,70,Unsafe,28.462961,77.496074
25-03-2026,Wednesday,03:25,Assault,Poor,High,Low,78,Unsafe,28.462459,77.508529
23-01-2026,Friday,07:07,Harassment,Poor,Low,Low,69,Unsafe,28.475305,77.494985
22-11-2025,Saturday,15:10,Harassment,Good,Medium,Low,48,Moderate,28.469901,77.506647
09-07-2025,Wednesday,03:19,Harassment,Good,Low,Medium,60,Moderate,28.464079,77.50901
04-05-2025,Sunday,01:19,Burglary,Moderate,Low,Medium,72,Unsafe,28.46694,77.494446
31-07-2025,Thursday,10:55,Theft,Good,High,Low,38,Moderate,28.455417,77.513647
24-12-2025,Wednesday,23:46,Other,Poor,Low,Medium,61,Unsafe,28.455583,77.513884
06-02-2026,Friday,02:48,Other,Good,Low,Low,59,Moderate,28.469303,77.49362
31-10-2025,Friday,02:09,Robbery,Good,High,High,50,Moderate,28.472266,77.487154
22-03-2026,Sunday,01:32,Burglary,Moderate,Low,High,68,Unsafe,28.467145,77.492124
26-09-2025,Friday,14:14,Robbery,Poor,High,Low,63,Unsafe,28.456217,77.506333
22-09-2025,Monday,13:28,Assault,Moderate,Medium,Medium,61,Unsafe,28.471756,77.486206
20-08-2025,Wednesday,17:40,Theft,Moderate,Low,Medium,52,Moderate,28.471983,77.493518
13-04-2025,Sunday,19:44,Burglary,Poor,Low,Low,80,Unsafe,28.461148,77.506178
20-03-2026,Friday,15:21,Theft,Poor,Low,High,55,Moderate,28.455016,77.49195
26-05-2025,Monday,13:14,Other,Poor,High,Low,48,Moderate,28.469785,77.486081
06-01-2026,Tuesday,14:38,Harassment,Moderate,High,High,38,Moderate,28.471311,77.498094
06-01-2026,Tuesday,14:44,Robbery,Good,Medium,Low,56,Moderate,28.469256,77.494137
26-10-2025,Sunday,00:55,Assault,Moderate,Medium,Low,77,Unsafe,28.471228,77.490349
02-04-2026,Thursday,21:11,Robbery,Poor,High,Low,68,Unsafe,28.466834,77.500919
10-12-2025,Wednesday,03:24,Robbery,Moderate,Low,High,70,Unsafe,28.469295,77.492934
07-02-2026,Saturday,18:44,Theft,Good,High,Low,38,Moderate,28.46886,77.504797
14-08-2025,Thursday,02:57,Robbery,Moderate,High,Low,66,Unsafe,28.468822,77.51422
26-01-2026,Monday,10:18,Robbery,Moderate,High,Medium,50,Moderate,28.47562,77.508696
05-03-2026,Thursday,08:20,Theft,Poor,Medium,Medium,51,Moderate,28.479227,77.500938
25-06-2025,Wednesday,14:30,Harassment,Good,Low,Medium,50,Moderate,28.473515,77.505621
04-11-2025,Tuesday,17:40,Other,Poor,Low,Medium,56,Moderate,28.460443,77.495097
07-07-2025,Monday,07:30,Robbery,Moderate,High,High,46,Moderate,28.465271,77.488528
01-12-2025,Monday,17:52,Burglary,Poor,Medium,Low,67,Unsafe,28.46491,77.508795
30-05-2025,Friday,11:31,Assault,Poor,High,Medium,62,Unsafe,28.455492,77.510924
14-11-2025,Friday,22:56,Robbery,Moderate,Low,Medium,69,Unsafe,28.458386,77.49269
18-11-2025,Tuesday,02:27,Harassment,Good,High,High,42,Moderate,28.475521,77.507737
26-10-2025,Sunday,09:30,Burglary,Poor,High,Medium,55,Moderate,28.461627,77.494825
01-08-2025,Friday,20:33,Theft,Poor,High,High,46,Moderate,28.465403,77.514691
27-02-2026,Friday,05:18,Other,Poor,High,High,48,Moderate,28.461474,77.513799
19-05-2025,Monday,11:49,Other,Poor,High,Low,48,Moderate,28.477666,77.50705
25-08-2025,Monday,12:23,Robbery,Poor,Low,Medium,71,Unsafe,28.457583,77.5045
14-06-2025,Saturday,02:42,Burglary,Poor,High,Medium,65,Unsafe,28.461034,77.500841
04-12-2025,Thursday,08:29,Other,Good,Medium,High,31,Moderate,28.475793,77.50678
19-04-2025,Saturday,22:59,Assault,Moderate,Low,Low,80,Unsafe,28.46606,77.493028
20-01-2026,Tuesday,02:53,Assault,Good,High,Low,65,Unsafe,28.458781,77.507503
22-10-2025,Wednesday,01:22,Harassment,Moderate,Low,Medium,66,Unsafe,28.47206,77.502699
11-05-2025,Sunday,04:57,Robbery,Moderate,Medium,High,62,Unsafe,28.466158,77.50607
05-12-2025,Friday,04:20,Burglary,Good,Low,Medium,66,Unsafe,28.479533,77.51184
29-03-2026,Sunday,10:07,Burglary,Good,Low,High,52,Moderate,28.475457,77.495568
07-06-2025,Saturday,06:44,Other,Good,High,High,25,Safe,28.465699,77.499708
27-09-2025,Saturday,13:29,Assault,Poor,High,High,58,Moderate,28.464922,77.511142
18-03-2026,Wednesday,00:44,Burglary,Poor,Medium,Medium,71,Unsafe,28.460291,77.485091
08-05-2025,Thursday,20:14,Theft,Moderate,High,High,39,Moderate,28.479415,77.490792
14-09-2025,Sunday,05:01,Other,Good,Low,Low,59,Moderate,28.476381,77.514929
10-11-2025,Monday,10:02,Burglary,Good,Low,High,52,Moderate,28.46372,77.512224
19-01-2026,Monday,20:43,Theft,Poor,Low,Low,70,Unsafe,28.455119,77.510864
29-11-2025,Saturday,12:35,Assault,Good,Low,High,59,Moderate,28.475261,77.506858
15-04-2025,Tuesday,15:22,Assault,Good,Medium,High,51,Moderate,28.459935,77.4878
04-01-2026,Sunday,16:25,Theft,Good,Low,Low,52,Moderate,28.466524,77.495334
03-08-2025,Sunday,20:04,Theft,Good,Low,Medium,51,Moderate,28.462164,77.492458
24-03-2026,Tuesday,03:45,Theft,Good,Medium,Medium,48,Moderate,28.469506,77.511551
03-10-2025,Friday,02:18,Harassment,Poor,Medium,Low,71,Unsafe,28.469177,77.514399
16-05-2025,Friday,06:19,Other,Poor,Low,Low,62,Unsafe,28.459326,77.491676
19-10-2025,Sunday,10:20,Assault,Poor,Medium,Low,74,Unsafe,28.474965,77.511429
02-10-2025,Thursday,08:58,Theft,Poor,Low,Low,65,Unsafe,28.478688,77.502648
06-09-2025,Saturday,21:03,Robbery,Good,High,Low,55,Moderate,28.477201,77.507911
29-09-2025,Monday,06:27,Other,Poor,Medium,High,44,Moderate,28.472824,77.501292
12-03-2026,Thursday,02:34,Burglary,Good,Low,Medium,66,Unsafe,28.463051,77.500039
27-02-2026,Friday,10:55,Other,Poor,Low,Medium,56,Moderate,28.458275,77.513925
03-06-2025,Tuesday,16:59,Harassment,Poor,Low,High,59,Moderate,28.465691,77.487206
07-08-2025,Thursday,17:36,Harassment,Poor,Medium,Low,61,Unsafe,28.46449,77.486836
22-12-2025,Monday,11:58,Robbery,Poor,High,High,53,Moderate,28.463247,77.513172
14-07-2025,Monday,18:19,Other,Good,Medium,High,31,Moderate,28.474538,77.502548
31-01-2026,Saturday,21:56,Theft,Moderate,Low,Medium,57,Moderate,28.472862,77.509558
13-10-2025,Monday,12:11,Harassment,Poor,Medium,Medium,55,Moderate,28.455376,77.507436
29-06-2025,Sunday,14:38,Other,Poor,Low,Low,62,Unsafe,28.458026,77.50848
11-04-2025,Friday,06:59,Harassment,Poor,Low,Low,69,Unsafe,28.468161,77.507703
16-08-2025,Saturday,06:02,Burglary,Poor,Low,Medium,69,Unsafe,28.461782,77.503597
12-04-2025,Saturday,11:34,Other,Poor,High,Low,48,Moderate,28.477559,77.500184
13-08-2025,Wednesday,20:36,Other,Moderate,High,High,36,Moderate,28.45676,77.508487
24-09-2025,Wednesday,06:35,Burglary,Good,Low,Medium,56,Moderate,28.467416,77.498296
12-12-2025,Friday,07:16,Assault,Good,High,High,45,Moderate,28.467738,77.498782
14-11-2025,Friday,12:35,Assault,Moderate,Medium,Medium,61,Unsafe,28.456906,77.496555
24-11-2025,Monday,06:06,Robbery,Moderate,High,Medium,50,Moderate,28.475364,77.489811
08-05-2025,Thursday,02:04,Harassment,Moderate,Low,High,62,Unsafe,28.476915,77.488274
27-04-2025,Sunday,17:21,Harassment,Poor,High,Low,55,Moderate,28.47151,77.49476
01-02-2026,Sunday,06:42,Robbery,Moderate,Medium,Low,62,Unsafe,28.455193,77.485681
25-10-2025,Saturday,01:40,Harassment,Moderate,Low,High,62,Unsafe,28.473602,77.493247
05-04-2026,Sunday,22:40,Other,Poor,Medium,High,49,Moderate,28.47445,77.496984
01-05-2025,Thursday,15:10,Burglary,Good,Medium,Low,54,Moderate,28.473076,77.496264
23-02-2026,Monday,00:34,Harassment,Moderate,Medium,Medium,58,Moderate,28.479599,77.514849
03-12-2025,Wednesday,01:57,Robbery,Moderate,Low,Medium,74,Unsafe,28.468405,77.500119
09-03-2026,Monday,08:45,Theft,Poor,Medium,Medium,51,Moderate,28.477978,77.49893
06-05-2025,Tuesday,16:05,Harassment,Good,High,Low,42,Moderate,28.473025,77.495488
26-11-2025,Wednesday,08:39,Robbery,Good,Low,Medium,58,Moderate,28.463326,77.511097
12-12-2025,Friday,11:03,Harassment,Poor,Medium,High,51,Moderate,28.472199,77.509907
17-04-2025,Thursday,07:17,Robbery,Good,Low,Low,64,Unsafe,28.474845,77.50909
31-05-2025,Saturday,02:37,Other,Good,High,Low,45,Moderate,28.460552,77.499383
21-01-2026,Wednesday,01:18,Harassment,Poor,Low,High,69,Unsafe,28.466566,77.51339
28-06-2025,Saturday,15:46,Other,Good,High,Medium,29,Safe,28.456176,77.490732
23-09-2025,Tuesday,13:54,Burglary,Poor,Medium,Low,67,Unsafe,28.468368,77.508237
22-10-2025,Wednesday,18:15,Assault,Poor,High,High,58,Moderate,28.457675,77.501642
11-11-2025,Tuesday,02:54,Robbery,Good,High,Low,60,Moderate,28.457565,77.514865
08-02-2026,Sunday,15:36,Robbery,Moderate,High,Medium,50,Moderate,28.4719,77.508916
28-04-2025,Monday,02:23,Robbery,Good,Medium,High,56,Moderate,28.46222,77.487404
13-02-2026,Friday,22:08,Burglary,Moderate,Low,Medium,67,Unsafe,28.469365,77.510664
30-12-2025,Tuesday,20:33,Robbery,Good,Low,Low,69,Unsafe,28.468307,77.488479
06-10-2025,Monday,23:53,Harassment,Moderate,Medium,Medium,53,Moderate,28.472295,77.495496
27-06-2025,Friday,17:21,Harassment,Good,Low,High,46,Moderate,28.46331,77.49706
19-01-2026,Monday,22:29,Burglary,Good,High,Low,53,Moderate,28.477668,77.491292
14-12-2025,Sunday,18:41,Harassment,Moderate,Medium,High,44,Moderate,28.460518,77.513588
01-12-2025,Monday,10:53,Harassment,Good,Medium,Low,48,Moderate,28.456464,77.485168
07-06-2025,Saturday,04:52,Harassment,Moderate,Medium,High,54,Moderate,28.474538,77.489686
02-08-2025,Saturday,09:50,Burglary,Moderate,Low,Low,68,Unsafe,28.479912,77.491803
22-04-2025,Tuesday,02:53,Other,Poor,High,Medium,52,Moderate,28.457826,77.492256
08-06-2025,Sunday,21:24,Harassment,Poor,High,Low,60,Moderate,28.466853,77.502409
27-04-2025,Sunday,01:38,Harassment,Poor,Medium,High,61,Unsafe,28.471762,77.487532
27-07-2025,Sunday,10:17,Theft,Good,Medium,Medium,38,Moderate,28.466261,77.492381
09-11-2025,Sunday,07:26,Robbery,Good,Medium,Medium,50,Moderate,28.473151,77.512692
30-12-2025,Tuesday,11:01,Assault,Poor,Medium,High,64,Unsafe,28.477382,77.501529
14-01-2026,Wednesday,03:23,Robbery,Good,Low,High,64,Unsafe,28.469857,77.491193
20-11-2025,Thursday,06:19,Theft,Good,Medium,Low,44,Moderate,28.479141,77.496913
10-05-2025,Saturday,08:11,Robbery,Moderate,Low,Low,70,Unsafe,28.476296,77.498047
16-06-2025,Monday,16:29,Harassment,Moderate,Low,Medium,56,Moderate,28.478252,77.512562
18-03-2026,Wednesday,20:32,Other,Poor,High,Medium,47,Moderate,28.468146,77.511577
23-11-2025,Sunday,23:59,Burglary,Good,Low,Low,67,Unsafe,28.462278,77.487438
12-02-2026,Thursday,05:22,Assault,Poor,High,High,68,Unsafe,28.46784,77.49818
24-02-2026,Tuesday,09:26,Other,Moderate,High,Low,41,Moderate,28.455049,77.496914
01-03-2026,Sunday,08:03,Harassment,Good,Low,High,46,Moderate,28.471375,77.494281
22-12-2025,Monday,01:56,Robbery,Moderate,High,Medium,60,Moderate,28.46407,77.501673
26-01-2026,Monday,09:16,Assault,Poor,High,High,58,Moderate,28.468895,77.508955
12-02-2026,Thursday,05:51,Assault,Good,Medium,Low,71,Unsafe,28.475287,77.507453
14-11-2025,Friday,14:21,Other,Moderate,Medium,Low,47,Moderate,28.458364,77.514222
07-07-2025,Monday,04:32,Assault,Moderate,Low,High,75,Unsafe,28.460568,77.511009
28-12-2025,Sunday,01:53,Theft,Moderate,Medium,Medium,54,Moderate,28.462394,77.490306
07-10-2025,Tuesday,19:04,Assault,Poor,Medium,Low,79,Unsafe,28.462509,77.507246
08-02-2026,Sunday,18:46,Burglary,Moderate,Low,High,58,Moderate,28.479919,77.503854
04-09-2025,Thursday,06:51,Theft,Moderate,Medium,Low,50,Moderate,28.459132,77.498223
07-12-2025,Sunday,04:00,Harassment,Moderate,Low,Low,72,Unsafe,28.457403,77.507637
11-10-2025,Saturday,17:44,Robbery,Poor,Medium,Low,69,Unsafe,28.468258,77.506742
22-10-2025,Wednesday,16:35,Other,Poor,High,Low,48,Moderate,28.456045,77.489844
18-10-2025,Saturday,21:41,Other,Moderate,Low,Low,60,Moderate,28.469764,77.505983
16-05-2025,Friday,10:07,Harassment,Moderate,High,High,38,Moderate,28.479394,77.504273
08-12-2025,Monday,19:25,Burglary,Good,Medium,Low,59,Moderate,28.466499,77.510514
10-10-2025,Friday,03:06,Other,Good,High,Low,45,Moderate,28.475071,77.487145
15-12-2025,Monday,18:23,Harassment,Good,Low,Low,56,Moderate,28.46886,77.50621
07-12-2025,Sunday,05:28,Assault,Moderate,High,Medium,65,Unsafe,28.463665,77.511505
30-03-2026,Monday,16:32,Theft,Moderate,Low,Low,58,Moderate,28.462826,77.496518
15-06-2025,Sunday,03:33,Robbery,Moderate,Low,High,70,Unsafe,28.47097,77.492794
24-03-2026,Tuesday,14:24,Harassment,Good,Medium,Medium,42,Moderate,28.46994,77.48889
04-08-2025,Monday,00:40,Theft,Good,High,High,38,Moderate,28.470135,77.514566
17-02-2026,Tuesday,21:09,Harassment,Moderate,Low,Low,67,Unsafe,28.462815,77.493551
21-09-2025,Sunday,12:59,Harassment,Poor,Medium,Low,61,Unsafe,28.458445,77.510372
03-08-2025,Sunday,10:26,Harassment,Good,Low,High,46,Moderate,28.472672,77.491575
13-03-2026,Friday,15:52,Robbery,Moderate,Low,Low,70,Unsafe,28.473375,77.487367
26-04-2025,Saturday,15:54,Harassment,Good,High,High,32,Moderate,28.458655,77.506687
30-03-2026,Monday,06:44,Theft,Good,Low,High,42,Moderate,28.457451,77.508162
23-12-2025,Tuesday,05:47,Robbery,Moderate,High,Medium,60,Moderate,28.469611,77.490854
15-09-2025,Monday,23:08,Harassment,Good,High,Low,47,Moderate,28.470577,77.511403
27-09-2025,Saturday,05:49,Other,Poor,High,High,48,Moderate,28.456008,77.506751
23-06-2025,Monday,20:39,Harassment,Moderate,Low,High,57,Moderate,28.465366,77.486849
07-07-2025,Monday,21:13,Assault,Poor,Medium,Medium,73,Unsafe,28.462798,77.495957
23-06-2025,Monday,22:30,Theft,Good,High,Medium,37,Moderate,28.468479,77.491317
23-03-2026,Monday,11:23,Theft,Moderate,High,High,34,Moderate,28.464225,77.491992
21-03-2026,Saturday,02:15,Assault,Moderate,High,High,61,Unsafe,28.459368,77.510902
16-10-2025,Thursday,05:32,Other,Moderate,High,Low,51,Moderate,28.466828,77.49601
14-11-2025,Friday,07:51,Robbery,Moderate,Low,Low,70,Unsafe,28.463739,77.485745
06-11-2025,Thursday,07:28,Theft,Moderate,Low,High,48,Moderate,28.462122,77.499353
13-05-2025,Tuesday,09:07,Robbery,Poor,High,High,53,Moderate,28.466556,77.494778
16-11-2025,Sunday,02:02,Assault,Good,Medium,High,61,Unsafe,28.47006,77.512477
30-06-2025,Monday,07:25,Other,Good,High,High,25,Safe,28.471081,77.506243
30-04-2025,Wednesday,09:35,Robbery,Good,Medium,High,46,Moderate,28.471957,77.502035
16-12-2025,Tuesday,08:55,Robbery,Moderate,Medium,High,52,Moderate,28.471979,77.499738
08-07-2025,Tuesday,08:45,Robbery,Poor,Low,Low,77,Unsafe,28.459966,77.510214
24-05-2025,Saturday,05:27,Other,Poor,Low,Medium,66,Unsafe,28.456489,77.505188
17-02-2026,Tuesday,09:34,Harassment,Moderate,Medium,Medium,48,Moderate,28.471197,77.504487
20-09-2025,Saturday,07:16,Robbery,Good,Medium,Medium,50,Moderate,28.470432,77.485273
16-04-2025,Wednesday,17:07,Assault,Poor,Low,Low,82,Unsafe,28.466885,77.497268
11-01-2026,Sunday,21:19,Other,Poor,High,High,43,Moderate,28.472287,77.493608
07-09-2025,Sunday,19:56,Harassment,Good,Low,High,51,Moderate,28.466708,77.501593
04-02-2026,Wednesday,15:18,Other,Poor,High,Low,48,Moderate,28.467761,77.492005
26-04-2025,Saturday,06:14,Harassment,Moderate,Medium,Medium,48,Moderate,28.47395,77.50685
22-05-2025,Thursday,13:35,Other,Poor,Low,Medium,56,Moderate,28.479166,77.496942
11-11-2025,Tuesday,08:58,Robbery,Good,Medium,Low,56,Moderate,28.468663,77.491215
02-04-2026,Thursday,17:19,Robbery,Good,High,Low,50,Moderate,28.467699,77.50761
17-12-2025,Wednesday,21:04,Theft,Good,Medium,High,39,Moderate,28.479829,77.496664
15-09-2025,Monday,13:25,Assault,Poor,Medium,High,64,Unsafe,28.463927,77.505814
05-09-2025,Friday,00:03,Robbery,Good,Low,High,64,Unsafe,28.455293,77.500592
18-12-2025,Thursday,09:28,Harassment,Good,Low,Medium,50,Moderate,28.461531,77.511224
07-04-2026,Tuesday,05:24,Other,Poor,Low,Low,72,Unsafe,28.467465,77.51165
26-01-2026,Monday,15:13,Theft,Moderate,Low,Low,58,Moderate,28.459664,77.501726
